HITId,HITTypeId,,,,Reward,CreationTime,,,,,,,,AssignmentId,WorkerId,,,,,,,,WorkTimeInSeconds,,,,Input.links,Answer.suggestion_texts,Answer.surveycode,,Duration (min.)
3HXK2V1N4LQTWMDQJXS2ZMV8CVPG21,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3COPXFW7XDNWCZ781OTUIBRJP47PKJ,AVIEE6LDH0BT5,,,,,,,,723,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=3,"Hello, instead of getting a code after finishing the survey I got this: 

[{""i"":""mturk_id"",""r"":""AVIEE6LDH0BT5"",""d"":0},{""i"":""2007_009889"",""r"":""5""},{""i"":""2008_002003"",""r"":""10""},{""i"":""2008_002536"",""r"":""6""},{""i"":""2008_002936"",""r"":""3""},{""i"":""2008_003101"",""r"":""10""},{""i"":""2008_003497"",""r"":""8""},{""i"":""2008_004525"",""r"":""5""},{""i"":""2008_006546"",""r"":""10""},{""i"":""2008_006965"",""r"":""2""},{""i"":""2008_007021"",""r"":""5""},{""i"":""2008_007384"",""r"":""5""},{""i"":""2008_007537"",""r"":""10""},{""i"":""2008_007781"",""r"":""5""},{""i"":""2008_007902"",""r"":""5""}]","[{""i"":""mturk_id"",""r"":""AVIEE6LDH0BT5"",""d"":0},{""i"":""2007_009889"",""r"":""5""},{""i"":""2008_002003"",""r"":""10""},{""i"":""2008_002536"",""r"":""6""},{""i"":""2008_002936"",""r"":""3""},{""i"":""2008_003101"",""r"":""10""},{""i"":""2008_003497"",""r"":""8""},{""i"":""2008_004525"",""r"":""5""},{""i"":""2008_006546"",""r"":""10""},{""i"":""2008_006965"",""r"":""2""},{""i"":""2008_007021"",""r"":""5""},{""i"":""2008_007384"",""r"":""5""},{""i"":""2008_007537"",""r"":""10""},{""i"":""2008_007781"",""r"":""5""},{""i"":""2008_007902"",""r"":""5""}]",60,6
3HXK2V1N4LQTWMDQJXS2ZMV8CVPG21,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3CP1TO84PVCX29LZS3ECK908H4N52U,A2IZDQOET9SLE3,,,,,,,,1142,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=3,"It would be helpful to provide a bit more about what the rating should be about - if the heat map includes one pet, but not another, is that a good rating, or a poor rating? Also, I didn't like that it automatically downloaded something to my computer - even if the intentions were good, that feels unsafe.","[{""i"":""mturk_id"",""r"":""A2IZDQOET9SLE3"",""d"":0},{""i"":""2007_009889"",""r"":""6""},{""i"":""2008_002003"",""r"":""8""},{""i"":""2008_002536"",""r"":""6""},{""i"":""2008_002936"",""r"":""4""},{""i"":""2008_003101"",""r"":""9""},{""i"":""2008_003497"",""r"":""9""},{""i"":""2008_004525"",""r"":""7""},{""i"":""2008_006546"",""r"":""10""},{""i"":""2008_006965"",""r"":""5""},{""i"":""2008_007021"",""r"":""7""},{""i"":""2008_007384"",""r"":""9""},{""i"":""2008_007537"",""r"":""10""},{""i"":""2008_007781"",""r"":""3""},{""i"":""2008_007902"",""r"":""5""},{""i"":""2008_007902"",""r"":""5""}]",60,6
3HXK2V1N4LQTWMDQJXS2ZMV8CVPG21,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3PS7W85Z81DANVHOE8BPXCE03DRT99,AM2RT8BYNQFDR,,,,,,,,511,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=3,none,"[{""i"":""mturk_id"",""r"":""AM2RT8BYNQFDR"",""d"":0},{""i"":""2007_009889"",""r"":""4""},{""i"":""2008_002003"",""r"":""6""},{""i"":""2008_002536"",""r"":""7""},{""i"":""2008_002936"",""r"":""5""},{""i"":""2008_003101"",""r"":""9""},{""i"":""2008_003497"",""r"":""6""},{""i"":""2008_004525"",""r"":""6""},{""i"":""2008_006546"",""r"":""8""},{""i"":""2008_006965"",""r"":""7""},{""i"":""2008_007021"",""r"":""5""},{""i"":""2008_007384"",""r"":""6""},{""i"":""2008_007537"",""r"":""8""},{""i"":""2008_007781"",""r"":""7""},{""i"":""2008_007781"",""r"":""4""},{""i"":""2008_007902"",""r"":""5""},{""i"":""2008_007902"",""r"":""5""}]",60,6
3HXK2V1N4LQTWMDQJXS2ZMV8CVPG21,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3TUI152ZZDYF6AM1TR21D1LULU0Q1F,A3H7GCFS21E253,,,,,,,,1614,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=3,{},"[{""i"":""mturk_id"",""r"":""A3H7GCFS21E253"",""d"":0},{""i"":""2007_009889"",""r"":""4""},{""i"":""2008_002003"",""r"":""6""},{""i"":""2008_002536"",""r"":""3""},{""i"":""2008_002936"",""r"":""5""},{""i"":""2008_003101"",""r"":""9""},{""i"":""2008_003497"",""r"":""9""},{""i"":""2008_004525"",""r"":""5""},{""i"":""2008_006546"",""r"":""9""},{""i"":""2008_006965"",""r"":""6""},{""i"":""2008_007021"",""r"":""3""},{""i"":""2008_007384"",""r"":""7""},{""i"":""2008_007537"",""r"":""9""},{""i"":""2008_007781"",""r"":""4""},{""i"":""2008_007902"",""r"":""5""}]",40,4
3HXK2V1N4LQTWMDQJXS2ZMV8CVPG21,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3UOUJI6MTFPFO4EBHT7DIBMKTUGUXB,A2CPJ227RHJRRZ,,,,,,,,1597,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=3,"Better fix the survey consent form promising $10.00 for completions in one hour! Also how was I supposed to react to multiple animals. The system seemed unable to focus on more than one animal at a time. And laslty completion code given was a json file, I just copy pasted what was on the file.","[{""i"":""mturk_id"",""r"":""A2CPJ227RHJRRZ"",""d"":0},{""i"":""2007_009889"",""r"":""3""},{""i"":""2008_002003"",""r"":""9""},{""i"":""2008_002536"",""r"":""1""},{""i"":""2007_009889"",""r"":""4""},{""i"":""2008_002003"",""r"":""9""},{""i"":""2008_002536"",""r"":""2""},{""i"":""2008_002936"",""r"":""2""},{""i"":""2008_003101"",""r"":""10""},{""i"":""2008_003497"",""r"":""7""},{""i"":""2008_004525"",""r"":""4""},{""i"":""2008_006546"",""r"":""8""},{""i"":""2008_006965"",""r"":""5""},{""i"":""2008_007021"",""r"":""6""},{""i"":""2008_007384"",""r"":""7""},{""i"":""2008_007537"",""r"":""8""},{""i"":""2008_007781"",""r"":""3""},{""i"":""2008_007902"",""r"":""7""}]",70,10
3HXK2V1N4LQTWMDQJXS2ZMV8CVPG21,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3Z4AIRP3C8OZF7NDF5XT79HNIXGX1C,A03172343NB8PHOPICC1,,,,,,,,509,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=3,The code was a bit confusing but I think I submitted it correctly.,"[{""i"":""mturk_id"",""r"":""A03172343NB8PHOPICC1"",""d"":0},{""i"":""2007_009889"",""r"":""6""},{""i"":""2008_002003"",""r"":""1""},{""i"":""2008_002536"",""r"":""4""},{""i"":""2008_002936"",""r"":""5""},{""i"":""2008_003101"",""r"":""5""},{""i"":""2008_003497"",""r"":""4""},{""i"":""2008_004525"",""r"":""6""},{""i"":""2008_006546"",""r"":""8""},{""i"":""2008_006965"",""r"":""4""},{""i"":""2008_007021"",""r"":""6""},{""i"":""2008_007384"",""r"":""5""},{""i"":""2008_007537"",""r"":""6""},{""i"":""2008_007781"",""r"":""4""},{""i"":""2008_007902"",""r"":""7""}]",70,10
3HXK2V1N4LQTWMDQJXS2ZMV8CVPG21,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3ZOTGHDK5KMCFI8FRXPHKXD3WUISOI,A349TSPKFHIWE1,,,,,,,,1549,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=3,no,"[{""i"":""mturk_id"",""r"":""A349TSPKFHIWE1"",""d"":0},{""i"":""2007_009889"",""r"":""6""},{""i"":""2008_002003"",""r"":""8""},{""i"":""2008_002536"",""r"":""4""},{""i"":""2008_002936"",""r"":""4""},{""i"":""2008_003101"",""r"":""9""},{""i"":""2008_003497"",""r"":""5""},{""i"":""2008_004525"",""r"":""5""},{""i"":""2008_006546"",""r"":""8""},{""i"":""2008_006965"",""r"":""4""},{""i"":""2008_007021"",""r"":""5""},{""i"":""2008_007384"",""r"":""4""},{""i"":""2008_007537"",""r"":""9""},{""i"":""2008_007781"",""r"":""3""},{""i"":""2008_007902"",""r"":""7""},{""i"":""2008_007902"",""r"":""7""}]",40,4
3IVKZBIBJ1K01HPZXIPQB4KDPP1SHF,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,33FBRBDW6QATN9W3NUAL86JLVLE8CL,A19OHGIR7P8YAK,,,,,,,,1388,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=4,nothing,"[{""i"":""mturk_id"",""r"":""A19OHGIR7P8YAK"",""d"":0},{""i"":""2008_008636"",""r"":""3""},{""i"":""2009_000282"",""r"":""2""},{""i"":""2009_000452"",""r"":""7""},{""i"":""2009_000804"",""r"":""2""},{""i"":""2009_001367"",""r"":""9""},{""i"":""2009_001446"",""r"":""10""},{""i"":""2009_001828"",""r"":""8""},{""i"":""2009_001833"",""r"":""10""},{""i"":""2009_002445"",""r"":""3""},{""i"":""2009_003986"",""r"":""2""},{""i"":""2010_000159"",""r"":""4""},{""i"":""2010_002817"",""r"":""6""},{""i"":""2010_003257"",""r"":""1""},{""i"":""2010_004970"",""r"":""10""},{""i"":""2010_004970"",""r"":""10""}]",70,10
3IVKZBIBJ1K01HPZXIPQB4KDPP1SHF,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,37W3JXSD68JHGDTQHP8GJDEQGGJWYG,A29NA4283YJ26D,,,,,,,,486,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=4,{},"[{""i"":""mturk_id"",""r"":""A29NA4283YJ26D"",""d"":0},{""i"":""2008_008636"",""r"":""1""},{""i"":""2009_000282"",""r"":""1""},{""i"":""2009_000452"",""r"":""3""},{""i"":""2009_000804"",""r"":""1""},{""i"":""2009_001367"",""r"":""9""},{""i"":""2009_001446"",""r"":""8""},{""i"":""2009_001828"",""r"":""5""},{""i"":""2009_001833"",""r"":""10""},{""i"":""2009_002445"",""r"":""3""},{""i"":""2009_003986"",""r"":""2""},{""i"":""2010_000159"",""r"":""2""},{""i"":""2010_002817"",""r"":""4""},{""i"":""2010_003257"",""r"":""1""},{""i"":""2010_004970"",""r"":""4""},{""i"":""2010_004970"",""r"":""4""}]",60,6
3IVKZBIBJ1K01HPZXIPQB4KDPP1SHF,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,38BQUHLA9YB9HNVA70TV8OEX447MO5,A32EHTVM3HPZJ8,,,,,,,,883,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=4,GOOD,2010_004970,50,5
3IVKZBIBJ1K01HPZXIPQB4KDPP1SHF,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3DH6GAKTY00LA8YVSCSNIH88XJ4ZYS,A3VL1CBZ3BGQK7,,,,,,,,3147,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=4,{},"{""i"":""mturk_id"",""r"":""A3VL1CBZ3BGQK7"",""d"":0},{""i"":""2008_008636"",""r"":""2""},{""i"":""2009_000282"",""r"":""2""},{""i"":""2009_000452"",""r"":""3""},{""i"":""2009_000804"",""r"":""2""},{""i"":""2009_001367"",""r"":""10""},{""i"":""2009_001446"",""r"":""8""},{""i"":""2009_001828"",""r"":""8""},{""i"":""2009_001833"",""r"":""10""},{""i"":""2009_002445"",""r"":""3""},{""i"":""2009_003986"",""r"":""1""},{""i"":""2010_000159"",""r"":""2""},{""i"":""2010_002817"",""r"":""10""},{""i"":""2010_003257"",""r"":""2""},{""i"":""2010_004970"",""r"":""10""}]",50,5
3IVKZBIBJ1K01HPZXIPQB4KDPP1SHF,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3JZQSN0I3SLFJ0MVXUCA8PLMGI0GF3,A1FKRZKU1H9YFC,,,,,,,,412,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=4,{},"[{""i"":""mturk_id"",""r"":""A1FKRZKU1H9YFC"",""d"":0},{""i"":""2008_008636"",""r"":""4""},{""i"":""2009_000282"",""r"":""2""},{""i"":""2009_000452"",""r"":""3""},{""i"":""2008_008636"",""r"":""5""},{""i"":""2009_000282"",""r"":""4""},{""i"":""2009_000452"",""r"":""4""},{""i"":""2009_000804"",""r"":""3""},{""i"":""2009_001367"",""r"":""10""},{""i"":""2009_001446"",""r"":""10""},{""i"":""2009_001828"",""r"":""9""},{""i"":""2009_001833"",""r"":""10""},{""i"":""2009_002445"",""r"":""4""},{""i"":""2009_003986"",""r"":""2""},{""i"":""2010_000159"",""r"":""6""},{""i"":""2010_002817"",""r"":""9""},{""i"":""2010_003257"",""r"":""2""},{""i"":""2010_004970"",""r"":""10""}]",50,5
3IVKZBIBJ1K01HPZXIPQB4KDPP1SHF,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3NS0A6KXC6JLOHDVY66HBH14SM4GZZ,A2Y9O62M75TPM6,,,,,,,,263,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=4,{},"[{""i"":""mturk_id"",""r"":""A2Y9O62M75TPM6"",""d"":0},{""i"":""2008_008636"",""r"":""5""},{""i"":""2009_000282"",""r"":""3""},{""i"":""2009_000452"",""r"":""5""},{""i"":""2009_000804"",""r"":""5""},{""i"":""2009_001367"",""r"":""9""},{""i"":""2009_001446"",""r"":""9""},{""i"":""2009_001828"",""r"":""9""},{""i"":""2009_001833"",""r"":""9""},{""i"":""2009_002445"",""r"":""6""},{""i"":""2009_003986"",""r"":""3""},{""i"":""2010_000159"",""r"":""5""},{""i"":""2010_002817"",""r"":""1""},{""i"":""2010_003257"",""r"":""1""},{""i"":""2010_004970"",""r"":""10""}]",50,5
3IVKZBIBJ1K01HPZXIPQB4KDPP1SHF,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3QXNC7EIPK697MKXG6NFD1CV62V90E,A36VE0W154IHO7,,,,,,,,976,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=4,{},A36VE0W154IHO7,70,10
3IVKZBIBJ1K01HPZXIPQB4KDPP1SHF,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3T3IWE1XG8YGFUYAVAMBJ74PDDVTQV,A26MN6JIKD4NXU,,,,,,,,1953,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=4,"problem to download code, i think this is correct code","[{""i"":""mturk_id"",""r"":""A26MN6JIKD4NXU"",""d"":0},{""i"":""2008_008636"",""r"":""5""},{""i"":""2009_000282"",""r"":""3""},{""i"":""2009_000452"",""r"":""6""},{""i"":""2009_000804"",""r"":""8""},{""i"":""2009_001367"",""r"":""8""},{""i"":""2009_001446"",""r"":""5""},{""i"":""2009_001828"",""r"":""7""},{""i"":""2009_001833"",""r"":""8""},{""i"":""2009_002445"",""r"":""4""},{""i"":""2009_003986"",""r"":""3""},{""i"":""2010_000159"",""r"":""5""},{""i"":""2010_002817"",""r"":""8""},{""i"":""2010_003257"",""r"":""5""},{""i"":""2010_004970"",""r"":""9""},{""i"":""2010_004970"",""r"":""9""},{""i"":""2010_004970"",""r"":""9""}]",70,10
3IVKZBIBJ1K01HPZXIPQB4KDPP1SHF,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3WI0P0II6339A6HDMZBWJTW86DYRD0,A2B6WQG0A9CKXQ,,,,,,,,1099,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=4,{},"[{""i"":""mturk_id"",""r"":""A2B6WQG0A9CKXQ"",""d"":0},{""i"":""2008_008636"",""r"":""4""},{""i"":""2009_000282"",""r"":""1""},{""i"":""2009_000452"",""r"":""4""},{""i"":""2009_000804"",""r"":""2""},{""i"":""2009_001367"",""r"":""7""},{""i"":""2009_001446"",""r"":""8""},{""i"":""2009_001828"",""r"":""6""},{""i"":""2009_001833"",""r"":""9""},{""i"":""2009_002445"",""r"":""2""},{""i"":""2009_003986"",""r"":""2""},{""i"":""2010_000159"",""r"":""5""},{""i"":""2010_002817"",""r"":""7""},{""i"":""2010_003257"",""r"":""1""},{""i"":""2010_004970"",""r"":""9""}]",30,3
3IVKZBIBJ1K01HPZXIPQB4KDPP1SHF,3T5H7R2NRDVYOAEKH1BETGKV1NUWZ5,,,,$0.40 ,Mon Apr 13 15:33:23 PDT 2020,,,,,,,,3WJ1OXY92CR5UUZ53GEU2BTXVIFA87,AGRKG3YT3KMD8,,,,,,,,422,,,,http://people.tamu.edu/~sina.mohseni/explanationsrating.html?key=4,{},"[{""i"":""mturk_id"",""r"":""AGRKG3YT3KMD8"",""d"":0},{""i"":""2008_008636"",""r"":""6""},{""i"":""2009_000282"",""r"":""3""},{""i"":""2009_000452"",""r"":""3""},{""i"":""2009_000804"",""r"":""3""},{""i"":""2009_001367"",""r"":""9""},{""i"":""2009_001446"",""r"":""9""},{""i"":""2009_001828"",""r"":""8""},{""i"":""2009_001833"",""r"":""10""},{""i"":""2009_002445"",""r"":""3""},{""i"":""2009_003986"",""r"":""2""},{""i"":""2010_000159"",""r"":""4""},{""i"":""2010_002817"",""r"":""8""},{""i"":""2010_003257"",""r"":""2""},{""i"":""2010_004970"",""r"":""10""}]",50,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3
